,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
160,Escola1,M,17,R,LE3,T,2,1,em_casa,outro,curso preferido,mae,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0
161,Escola1,M,15,R,GT3,T,3,2,outro,outro,curso preferido,mae,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7
162,Escola1,M,16,U,LE3,T,1,2,outro,outro,curso preferido,mae,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0
163,Escola1,M,17,U,GT3,T,1,3,em_casa,servicos,curso preferido,pai,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10
164,Escola1,M,17,R,LE3,T,1,1,outro,servicos,curso preferido,mae,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7
165,Escola1,M,16,U,GT3,T,3,2,servicos,servicos,curso preferido,mae,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12
166,Escola1,M,16,U,GT3,T,2,2,outro,outro,curso preferido,pai,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10
167,Escola1,F,16,U,GT3,T,4,2,saude,servicos,proximidade,pai,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16
168,Escola1,F,16,U,GT3,T,2,2,outro,outro,proximidade,mae,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0
169,Escola1,F,16,U,GT3,T,4,4,saude,saude,reputacao,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14
170,Escola1,M,16,U,GT3,T,3,4,outro,outro,curso preferido,pai,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0
171,Escola1,M,16,U,GT3,T,1,0,outro,outro,reputacao,mae,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16
172,Escola1,M,17,U,LE3,T,4,4,professor,outro,reputacao,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10
173,Escola1,F,16,U,GT3,T,1,3,em_casa,servicos,proximidade,mae,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
174,Escola1,F,16,U,LE3,T,3,3,outro,outro,reputacao,mae,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
175,Escola1,M,17,U,LE3,T,4,3,professor,outro,curso preferido,mae,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
176,Escola1,F,16,U,GT3,T,2,2,servicos,outro,reputacao,mae,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11
177,Escola1,M,17,U,GT3,T,3,3,outro,outro,reputacao,pai,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6
178,Escola1,M,16,R,GT3,T,4,2,professor,servicos,outro,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
179,Escola1,M,17,U,GT3,T,4,3,outro,outro,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
180,Escola1,M,16,U,GT3,T,4,3,professor,outro,proximidade,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8
181,Escola1,M,16,U,GT3,T,3,3,servicos,outro,proximidade,mae,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
182,Escola1,F,17,U,GT3,T,2,4,servicos,servicos,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17
183,Escola1,F,17,U,LE3,T,3,3,outro,outro,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8
184,Escola1,F,16,U,GT3,T,3,2,outro,outro,reputacao,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12
185,Escola1,M,17,U,GT3,T,3,3,servicos,servicos,outro,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
186,Escola1,M,16,U,GT3,T,1,2,servicos,servicos,outro,mae,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
187,Escola1,M,16,U,LE3,T,2,1,outro,outro,curso preferido,mae,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
188,Escola1,F,17,U,GT3,A,3,3,saude,outro,reputacao,mae,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9
189,Escola1,M,17,R,GT3,T,1,2,em_casa,outro,proximidade,mae,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10
190,Escola1,F,16,U,GT3,T,2,3,servicos,servicos,curso preferido,mae,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13
191,Escola1,F,17,U,GT3,T,1,1,em_casa,servicos,curso preferido,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9
192,Escola1,M,17,U,GT3,T,1,2,em_casa,servicos,outro,outro,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8
193,Escola1,M,16,R,GT3,T,3,3,servicos,servicos,reputacao,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10
194,Escola1,M,16,U,GT3,T,2,3,outro,outro,proximidade,pai,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14
195,Escola1,F,17,U,LE3,T,2,4,servicos,servicos,curso preferido,pai,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
196,Escola1,M,17,U,GT3,T,4,4,servicos,professor,proximidade,mae,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16
197,Escola1,M,16,R,LE3,T,3,3,professor,outro,proximidade,pai,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
198,Escola1,F,17,U,GT3,T,4,4,servicos,professor,proximidade,mae,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18
199,Escola1,F,16,U,LE3,T,4,4,professor,professor,reputacao,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10
200,Escola1,F,16,U,GT3,T,4,3,saude,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16
201,Escola1,F,16,U,GT3,T,2,3,outro,outro,reputacao,mae,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10
202,Escola1,F,17,U,GT3,T,1,1,outro,outro,curso preferido,mae,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10
203,Escola1,F,17,R,GT3,T,2,2,outro,outro,reputacao,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6
204,Escola1,F,16,R,GT3,T,2,2,servicos,servicos,reputacao,mae,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11
205,Escola1,F,17,U,GT3,T,3,4,em_casa,servicos,proximidade,mae,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9
206,Escola1,F,16,U,GT3,A,3,1,servicos,outro,curso preferido,mae,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7
207,Escola1,F,16,U,GT3,T,4,3,professor,outro,outro,mae,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13
208,Escola1,F,16,U,GT3,T,1,1,em_casa,outro,proximidade,mae,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10
209,Escola1,F,17,R,GT3,T,4,3,professor,outro,reputacao,mae,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7
210,Escola1,F,19,U,GT3,T,3,3,outro,outro,reputacao,outro,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
211,Escola1,M,17,U,LE3,T,4,4,servicos,outro,proximidade,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13
212,Escola1,F,16,U,GT3,A,2,2,outro,outro,reputacao,mae,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14
213,Escola1,M,18,U,GT3,T,2,2,servicos,outro,proximidade,mae,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8
214,Escola1,F,17,R,LE3,T,4,4,servicos,outro,outro,mae,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10
215,Escola1,F,17,U,LE3,T,3,2,outro,outro,reputacao,mae,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15
216,Escola1,F,17,U,GT3,T,4,3,outro,outro,reputacao,mae,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4
217,Escola1,M,18,U,LE3,T,3,3,servicos,saude,proximidade,pai,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8
218,Escola1,F,17,U,GT3,T,2,3,em_casa,outro,proximidade,pai,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8
219,Escola1,F,17,U,GT3,T,2,2,em_casa,em_casa,curso preferido,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10
220,Escola1,F,17,R,GT3,T,2,1,em_casa,servicos,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6
221,Escola1,F,17,U,GT3,T,1,1,em_casa,outro,reputacao,mae,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0
222,Escola1,F,16,U,GT3,T,2,3,servicos,professor,outro,mae,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17
223,Escola1,M,18,U,GT3,T,2,2,outro,outro,proximidade,mae,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13
224,Escola1,F,16,U,GT3,T,4,4,professor,servicos,proximidade,mae,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14
225,Escola1,F,18,R,GT3,T,3,1,outro,outro,reputacao,mae,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7
226,Escola1,F,17,U,GT3,T,3,2,outro,outro,curso preferido,mae,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15
227,Escola1,M,17,U,LE3,T,2,3,servicos,servicos,reputacao,pai,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12
228,Escola1,M,18,U,LE3,T,2,1,em_casa,outro,curso preferido,mae,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9
229,Escola1,F,17,U,GT3,A,2,1,outro,outro,curso preferido,mae,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12
230,Escola1,F,17,U,LE3,T,4,3,saude,outro,reputacao,pai,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14
231,Escola1,M,17,R,GT3,T,2,2,outro,outro,curso preferido,pai,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11
232,Escola1,M,17,U,GT3,T,4,4,professor,professor,reputacao,mae,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9
233,Escola1,M,16,U,GT3,T,4,4,saude,outro,reputacao,pai,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13
234,Escola1,M,16,U,LE3,T,1,1,outro,outro,proximidade,mae,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6
235,Escola1,M,16,U,GT3,T,3,2,em_casa,outro,reputacao,mae,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10
236,Escola1,M,17,U,LE3,T,2,2,outro,outro,proximidade,pai,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13
237,Escola1,F,16,U,GT3,T,2,1,outro,outro,proximidade,mae,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12
238,Escola1,F,17,R,GT3,T,2,1,em_casa,servicos,curso preferido,mae,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11
239,Escola1,M,18,U,GT3,T,2,2,outro,servicos,reputacao,pai,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0
240,Escola1,M,17,U,LE3,T,4,3,saude,outro,curso preferido,mae,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12
241,Escola1,M,17,R,LE3,A,4,4,professor,outro,curso preferido,mae,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12
242,Escola1,M,16,U,LE3,T,4,3,professor,outro,curso preferido,mae,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0
243,Escola1,M,16,U,GT3,T,4,4,servicos,servicos,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12
244,Escola1,F,18,U,GT3,T,2,1,outro,outro,curso preferido,outro,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0
245,Escola1,M,16,U,GT3,T,2,1,outro,outro,curso preferido,mae,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18
246,Escola1,M,17,U,GT3,T,2,3,outro,outro,curso preferido,pai,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13
247,Escola1,M,22,U,GT3,T,3,1,servicos,servicos,outro,mae,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8
248,Escola1,M,18,R,LE3,T,3,3,outro,servicos,curso preferido,mae,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5
249,Escola1,M,16,U,GT3,T,0,2,outro,outro,outro,mae,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15
250,Escola1,M,18,U,GT3,T,3,2,servicos,outro,curso preferido,mae,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8
251,Escola1,M,16,U,GT3,T,3,3,em_casa,outro,reputacao,outro,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10
252,Escola1,M,18,U,GT3,T,2,1,servicos,servicos,outro,mae,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8
253,Escola1,M,16,R,GT3,T,2,1,outro,outro,curso preferido,mae,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8
254,Escola1,M,17,R,GT3,T,2,1,outro,outro,curso preferido,mae,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12
255,Escola1,M,17,U,LE3,T,1,1,saude,outro,curso preferido,mae,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8
256,Escola1,F,17,U,LE3,T,4,2,professor,servicos,reputacao,mae,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13
257,Escola1,M,19,U,LE3,A,4,3,servicos,em_casa,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11
258,Escola1,M,18,U,GT3,T,2,1,outro,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14
259,Escola1,F,17,U,LE3,T,2,2,servicos,servicos,curso preferido,pai,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
260,Escola1,F,18,U,GT3,T,4,3,servicos,outro,proximidade,pai,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18
261,Escola1,M,18,U,GT3,T,4,3,professor,outro,curso preferido,mae,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8
262,Escola1,M,18,R,GT3,T,3,2,outro,outro,curso preferido,mae,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12
263,Escola1,F,17,U,GT3,T,3,3,outro,outro,proximidade,mae,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9
264,Escola1,F,18,U,GT3,T,2,2,em_casa,servicos,proximidade,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
265,Escola1,M,18,R,LE3,A,3,4,outro,outro,reputacao,mae,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
266,Escola1,M,17,U,GT3,T,3,1,servicos,outro,outro,mae,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
267,Escola1,F,18,R,GT3,T,4,4,professor,outro,reputacao,mae,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
268,Escola1,M,18,U,GT3,T,4,2,saude,outro,reputacao,pai,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10
269,Escola1,F,18,R,GT3,T,2,1,outro,outro,reputacao,mae,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0
270,Escola1,F,19,U,GT3,T,3,3,outro,servicos,proximidade,outro,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
271,Escola1,F,18,U,GT3,T,2,3,outro,servicos,reputacao,pai,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
272,Escola1,F,18,U,LE3,T,1,1,outro,outro,proximidade,mae,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11
273,Escola1,M,17,R,GT3,T,1,2,em_casa,em_casa,proximidade,mae,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14
274,Escola1,F,17,U,GT3,T,2,4,em_casa,saude,reputacao,mae,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10
275,Escola1,F,17,U,LE3,T,2,2,servicos,outro,curso preferido,mae,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
276,Escola1,F,18,R,GT3,A,3,2,outro,servicos,proximidade,mae,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9
277,Escola1,M,18,U,GT3,T,4,4,professor,servicos,proximidade,mae,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9
278,Escola1,F,18,U,GT3,T,4,4,saude,saude,reputacao,pai,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8
279,Escola1,M,18,U,LE3,T,4,3,professor,servicos,curso preferido,mae,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10
280,Escola1,M,17,U,LE3,A,4,1,servicos,outro,proximidade,mae,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8
281,Escola1,M,17,U,LE3,A,3,2,professor,servicos,proximidade,mae,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10
282,Escola1,F,18,R,LE3,T,1,1,em_casa,outro,reputacao,mae,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12
283,Escola1,F,18,U,GT3,T,1,1,outro,outro,proximidade,mae,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10
284,Escola1,F,17,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11
285,Escola1,M,17,U,GT3,T,1,1,outro,outro,reputacao,pai,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11
286,Escola1,F,18,U,GT3,T,2,2,em_casa,em_casa,outro,mae,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19
287,Escola1,F,17,U,GT3,T,1,1,servicos,professor,reputacao,mae,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12
288,Escola1,M,18,U,GT3,T,2,1,servicos,servicos,reputacao,mae,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
289,Escola1,M,18,U,LE3,A,4,4,professor,professor,reputacao,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15
290,Escola1,M,18,U,GT3,T,4,2,professor,outro,proximidade,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
291,Escola1,F,17,U,GT3,T,4,3,saude,servicos,reputacao,mae,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15
292,Escola1,F,18,U,LE3,T,2,1,servicos,em_casa,reputacao,mae,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13
293,Escola1,F,17,R,LE3,T,3,1,servicos,outro,reputacao,mae,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18
294,Escola1,M,18,R,LE3,T,3,2,servicos,outro,reputacao,mae,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
295,Escola1,M,17,U,GT3,T,3,3,saude,outro,proximidade,mae,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11
296,Escola1,F,19,U,GT3,T,4,4,saude,outro,reputacao,outro,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
297,Escola1,F,18,U,LE3,T,4,3,outro,outro,proximidade,outro,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8
298,Escola1,F,18,U,GT3,T,4,3,outro,outro,reputacao,pai,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
299,Escola1,M,18,U,LE3,T,4,4,professor,professor,proximidade,mae,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16
300,Escola1,F,18,U,LE3,A,4,4,saude,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11
301,Escola1,M,17,U,LE3,T,4,4,outro,professor,proximidade,pai,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10
302,Escola1,F,17,U,GT3,T,4,2,outro,outro,reputacao,mae,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14
303,Escola1,F,17,U,GT3,T,3,2,saude,saude,reputacao,pai,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18
304,Escola1,M,19,U,GT3,T,3,3,outro,outro,proximidade,outro,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
305,Escola1,F,18,U,GT3,T,2,4,servicos,em_casa,reputacao,outro,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
306,Escola1,M,20,U,GT3,A,3,2,servicos,outro,curso preferido,outro,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18
307,Escola1,M,19,U,GT3,T,4,4,professor,servicos,reputacao,outro,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8
308,Escola1,M,19,R,GT3,T,3,3,outro,servicos,reputacao,pai,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12
309,Escola1,F,19,U,LE3,T,1,1,em_casa,outro,reputacao,outro,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
310,Escola1,F,19,U,LE3,T,1,2,servicos,servicos,proximidade,outro,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0
311,Escola1,F,19,U,GT3,T,2,1,em_casa,outro,outro,outro,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13
312,Escola1,M,19,U,GT3,T,1,2,outro,servicos,curso preferido,outro,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11
313,Escola1,F,19,U,LE3,T,3,2,servicos,outro,reputacao,outro,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11
314,Escola1,F,19,U,GT3,T,1,1,em_casa,saude,proximidade,outro,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13
315,Escola1,F,19,R,GT3,T,2,3,outro,outro,reputacao,outro,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11
316,Escola1,F,18,U,GT3,T,2,1,servicos,outro,curso preferido,mae,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
317,Escola1,F,18,U,GT3,T,4,3,outro,outro,curso preferido,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
318,Escola1,F,17,R,GT3,T,3,4,em_casa,servicos,curso preferido,pai,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10
319,Escola1,F,18,U,GT3,T,4,4,professor,outro,curso preferido,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11
320,Escola1,F,17,U,GT3,A,4,3,servicos,servicos,curso preferido,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13
321,Escola1,F,17,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9
